Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking
Đạt điểm cao là một sự may mắn. Nó không được tính.,1,0,0,0,0,0,1,0,0,0,0
Giáo viên guitar của tôi nói tôi cần chỉnh lại tư thế. Tôi đã luyện tập nhưng tôi không đạt được bất kỳ tiến bộ nào.,1,0,0,0,0,0,1,0,0,0,0
"Hôm nay lại có người khen tôi xinh hơn, nhìn mình trong gương, tôi nghĩ: trước đây mình phải xấu đến mức nào chứ",1,0,0,0,0,0,1,0,0,0,0
"Ngày thứ hai ngừng thuốc, không nhịn được đã rạch vài nhát trên tay. Họ đều nói yêu tôi, nhưng tôi cảm thấy mình không xứng đáng nhận được những tình yêu đó. Tôi thực sự xin lỗi họ.",1,0,0,0,0,0,1,0,0,0,0
"Hôm qua và người mình thích ở bên nhau, vui vẻ cả ngày, nhưng sáng nay thức dậy lại bắt đầu khóc, chiều cũng khóc, cứ khóc mãi. Anh ấy nói với tôi, có chuyện gì không vui thì phải nói với anh ấy, nhưng tôi thật sự không thể nói ra. Tôi rất hối hận, tôi của một năm trước đã không đủ tử tế với tôi.",1,0,0,0,0,0,1,0,0,0,0
"Cuộc sống của tôi thường xuyên tăm tối, cũng luôn có người mang đến cho tôi sự ấm áp, nhưng chẳng đáng kể. Họ giống như chỉ quan tâm tôi một thời gian ngắn, còn tôi, ngay cả sự quan tâm này cũng không xứng đáng. Tôi là rác rưởi, không nên cầu mong được nhìn thấy ánh sáng.",1,0,0,0,0,0,1,0,1,0,0
"Đã lâu rồi không gặp cơm, hôm nay đi phỏng vấn, tổng điểm chỉ kém người đứng đầu 0.04 điểm, sao tôi lại tệ thế này, sao lần nào tôi cũng chỉ kém một chút, tôi không xứng đáng có được công việc mình muốn sao, tại sao chứ, thật sự chỉ một chút thôi, lần nào cũng vậy! Lần nào cũng vậy! Tôi thực sự không biết phải làm sao nữa, tôi thực sự tệ quá, tôi thật ghê tởm.",1,0,0,0,0,1,1,0,1,0,1
"Có người yêu, có người quan tâm, nhưng tôi vẫn cảm thấy rất buồn, rất buồn.",1,0,0,0,0,0,1,0,0,0,0
"Tôi không tự tin đến mức luôn coi những điều tồi tệ là thật, chỉ có thể tiếp nhận những lời người khác nói không tốt về mình, và cảm thấy sâu sắc rằng mình tệ như vậy, còn coi những lời tốt đẹp như một kiểu xã giao, dù là lời thật lòng hay lời giả dối.",1,0,0,0,0,1,1,0,0,0,0
"Rơi vào sự tự phủ nhận sâu sắc, tôi không cảm nhận được bất kỳ thông điệp thân thiện nào, rất đau khổ, rất mệt mỏi, và còn có một nỗi sợ hãi sâu sắc không rõ nguyên nhân.",1,0,0,0,0,0,1,0,0,0,0
"Sau vụ tai nạn suýt chết, bạn tốt lại tìm được một người bạn tốt khác, mặc dù vài tháng không gặp mặt nhiều, nhưng họ vẫn tốt với tôi như ngày xưa, nhưng một người thấp kém như tôi lại nảy sinh khoảng cách, cảm thấy những mối quan hệ này nên kết thúc.",1,0,0,0,0,0,1,0,0,0,0
"Xung quanh vẫn rất tốt đẹp mà, tại sao tôi vẫn luôn muốn khóc chứ.",1,0,0,0,0,0,1,0,0,0,0
Nghĩ kỹ lại;; bản thân vẫn rất tệ;; chỉ là thuốc chống trầm cảm khiến bạn hưng phấn bề ngoài một chút thôi.,1,0,0,0,0,0,1,0,1,0,0
"Rõ ràng là tôi đang đi mua sắm, ăn uống, xem phim, hát karaoke với bạn bè, đó là những điều tôi thích, nhưng lại không phải là niềm vui thật sự. Chỉ cảm thấy cuộc đời thật mệt mỏi, rất muốn thật sự vui vẻ. Cảm giác như vậy thật khó chịu [buồn]",1,0,0,0,0,0,1,0,0,0,0
"Sáu năm rồi, tôi không có bạn bè, không ra ngoài, sợ đám đông, sức khỏe có vấn đề, người thân không hiểu, chỉ có chồng tôi ở bên cạnh nuôi tôi, còn nhận nuôi một con Golden Retriever lớn để bầu bạn với tôi. Tôi không muốn sống, tôi muốn chết, nhưng tôi cảm thấy có lỗi với chồng tôi, tôi chỉ có thể giả vờ vui vẻ mỗi ngày. Tôi rất ích kỷ và tàn nhẫn. Tôi không biết liệu việc tôi rời bỏ anh ấy mới là tốt cho anh ấy, hay là ở bên anh ấy, hai người cùng chịu đựng.",1,0,0,0,0,1,1,0,0,0,0
"Trời ạ, tôi đã gặp một chàng trai dịu dàng, anh ấy hát cho tôi nghe, dạy tôi cách học tiếng Anh, an ủi tôi, bảo tôi phải sống tốt, thức khuya trò chuyện cùng tôi, nói rằng trong mắt anh ấy tôi chỉ có sự đáng yêu. Tôi thực sự rất biết ơn anh ấy, không chê bai bất cứ điều gì ở tôi. Nhưng tôi, vẫn không muốn sống tiếp, tôi đã gây họa cho tất cả người thân của tôi rồi, tôi không muốn gây họa cho một người tốt như anh ấy nữa.",1,0,0,0,0,0,1,0,0,0,0
"Nhìn Weibo của bạn tôi lại bật khóc một cách vô cớ. Rất ngưỡng mộ bạn, có thể biến nỗi buồn của mình thành một trò đùa để kể ra. Và cũng rất dũng cảm. Trời ơi, nếu bạn còn sống, tôi thực sự rất muốn được làm quen với bạn. Lâu rồi, cứ thấy phiền muộn. Và tôi thực sự không hiểu tại sao mình cứ luôn không vui. Rõ ràng sống trong một gia đình như vậy, những người xung quanh cũng ổn, tôi thực sự rất đau khổ.",1,0,0,0,0,0,1,0,0,0,0
Tôi chưa bao giờ cảm thấy có ai tốt với tôi cả vì bình thường tôi cũng khách sáo với người khác như vậy.,1,0,0,0,0,0,1,0,0,0,0
"Tôi lại đến rồi, Cơm ơi. Bạn ở đó có vui không? Tôi chẳng vui chút nào, tôi cảm thấy mình thật dư thừa, tôi luôn gây rắc rối cho mọi người. Tôi cũng không biết mọi người có thực sự yêu tôi không, hay là vì tôi bị bệnh nên giả vờ yêu tôi?",1,0,0,0,0,0,1,0,1,0,0
"2019 chỉ toàn thất vọng và thất vọng sao, tất cả những người tôi quan tâm, tất cả những người tôi thích, dường như đều rơi vào cảnh vạn kiếp bất phục, rời xa tôi",1,0,0,0,0,1,1,0,0,0,0
"Vậy nên mọi người đều nói tôi là người nghĩ quá nhiều, tôi thấy mình không phải, tôi mỗi ngày không có sức lực để suy nghĩ, không có sức lực để nghĩ, lại còn phải chịu đựng người khác nói tôi nghĩ quá nhiều, dù có quan tâm cũng chỉ là vài câu qua loa, tôi không biết phải làm sao nữa, tôi cũng không biết nên nói với ai, tôi không muốn ăn cơm, không muốn đi học, không muốn ngủ, không muốn nói chuyện. Không ai có thể hiểu tôi, tôi quá mệt mỏi rồi, tôi cũng không biết mình bị làm sao nữa",1,0,0,0,0,0,1,1,0,0,0
"Không vui vẻ, không linh hồn, không hứng thú, không có gì cả. Chỉ là một cái xác không hồn. Nhìn thấy một chút ấm áp cũng sẽ buồn",1,0,0,0,0,0,1,0,0,0,0
"Tôi đã dạy kèm cho con của người quen của bố mẹ, sau hai buổi học cô bé đã tiến bộ, mẹ cô bé rất vui vẻ nói với tôi, nhưng tôi biết đó không phải là công lao của tôi, họ đều怀抱希望 và đang từng chút một tiến gần hơn đến mục tiêu, so với họ tôi cảm thấy rất khó chịu.",1,0,0,0,0,0,1,0,0,0,0
"Tôi à, cứ như cầm kính lúp mà nhìn cuộc sống, mọi khổ nạn khó khăn đều được phóng đại gấp bội mà giày vò, còn chút vui vẻ của tôi thì chẳng cảm thấy gì, thậm chí sau chút vui vẻ lại là nỗi buồn vô tận...",1,0,0,0,0,0,1,0,0,0,0
"Tài năng của tôi thì tính là gì, trong mắt thế nhân đều là vô dụng.",1,0,0,0,0,0,1,0,0,0,0
"Vậy nên việc tôi giải thoát bây giờ là đúng, đúng không?? Sống rốt cuộc là vì cái gì??? Tôi không hiểu??? Là để trải qua rất nhiều đau khổ sao? Nhưng đau khổ quá nhiều rồi, ngay cả những điều tốt đẹp nhất cũng mất đi tâm hồn để khám phá nó rồi.. Cơm ơi đưa tôi đi đi.. Thế giới này thật sự không còn gì đáng mong đợi nữa rồi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi không chịu nổi cả niềm vui lớn lẫn nỗi buồn lớn nữa rồi. Những chuyện đáng vui thì không vui được, gặp một chút chuyện nhỏ cũng khóc.",1,0,0,0,0,0,1,0,0,1,0
"Tôi lại đến rồi. Hôm nay tôi đi chơi với bạn bè, đến chỗ đông người, tôi đột nhiên có một cảm giác rất kỳ lạ. Thế giới này có rất nhiều người. Ngay cả khi tôi đi chơi, tôi cũng cảm thấy rất mệt mỏi. Tôi không biết mình sống vì điều gì, làm việc vì điều gì. Tôi thực ra không muốn làm gì cả, không muốn có gì cả.",1,0,0,0,0,0,1,0,0,0,0
Lời khen của người khác tôi nghe như một trò đùa.,1,0,0,0,0,0,1,0,0,0,0
"Đọc rất nhiều sách, nghe rất nhiều câu chuyện, nhưng vẫn lo lắng bất an, không thể sống tốt.",1,0,0,0,0,0,1,0,0,0,0
"Thấy người giỏi là áp lực, nhưng bản thân không có theo đuổi lớn, thất vọng lãng phí cuộc đời",1,0,0,0,0,0,1,0,0,0,0
"Chuyện mình hằng mong đợi (chuyện tốt), thật sự đã xảy ra, lại cảm thấy không thật, hình như cảm thấy mình không xứng đáng, là sao vậy?",1,0,0,0,0,0,1,0,0,0,0
"Rất thích xem phim tình cảm ngọt ngào, nhưng khi những tình tiết ngọt ngào trong phim xảy ra với chính mình thì lại khó chấp nhận, thậm chí muốn tránh xa người đó. Như vậy có bất thường không?",1,0,0,0,0,0,1,0,0,0,0
"Đã cố gắng hết sức rồi, tại sao tôi vẫn luôn cảm thấy mình làm không tốt?",1,0,0,0,0,0,1,0,0,0,0
"Trong mối quan hệ thân mật, dù người khác đối xử rất tốt với bạn, bạn vẫn không cảm nhận được. Luôn lo lắng đối phương không thích mình.",1,0,0,0,0,0,1,0,0,0,0
"Đôi khi ngồi ngẩn ngơ thì muốn khóc, trong lòng vô cớ có một nỗi buồn. Nhưng nghĩ lại, cuộc sống của tôi so với nhiều người khác thì đều thoải mái, tôi có quyền gì mà cảm thấy buồn bã chứ? Tự nhủ mình phải cười.",1,0,0,0,0,0,1,0,0,0,0
"Tôi thấy mình thật kỳ lạ, thường xuyên ban đầu rất khao khát một điều gì đó, nhưng ngay khi sắp đạt được thì lại mất hứng thú, cảm thấy nó không có giá trị nữa (ngay cả tôi cũng có thể có được), tại sao lại như vậy?",1,0,0,0,0,0,1,0,0,0,0
"Tại sao lại cảm thấy nỗ lực như vậy chỉ để có một công việc tốt, đột nhiên cảm thấy nỗ lực thật vô nghĩa? Cảm thấy kết quả nỗ lực của mình thật rẻ mạt, chỉ để kiếm miếng cơm manh áo.",1,0,0,0,0,0,1,0,0,0,0
"Nhiều biểu hiện của tôi rất giống bị trầm cảm, nói với gia đình thì họ cũng không tin, tôi thực sự không biết phải làm sao.",1,0,0,0,0,0,1,0,0,0,0
"Mấy ngày gần đây cảm thấy trầm cảm rõ rệt hơn, nhưng tôi không dám nói với bố mẹ, vì đối với họ, bệnh của tôi đã gần như khỏi rồi, họ cũng không hiểu trầm cảm là gì…",1,0,0,0,0,0,1,0,0,0,0
"Hai năm qua tôi luôn trong trạng thái trầm cảm, nhưng không ai tin tôi, tôi liên tục nói mình điên rồi, cũng không ai tin.",1,0,0,0,0,0,1,0,0,0,0
"Chồng tôi luôn phủ nhận quan điểm và lời nói của tôi, tôi nói làm như vậy nhất định sẽ thế này, mang lại kết quả gì, anh ấy luôn nói không đâu, hoặc là cười khẩy, không nói gì.",1,0,0,0,0,0,1,0,0,0,0
"Nữ sinh cấp ba, 17 tuổi, bị rối loạn lo âu, từ tiểu học đến cấp ba mới chịu không nổi đi khám bác sĩ, gia đình đều nói phải vượt qua, kiên cường một chút là được. Tôi thực sự không còn cách nào nữa.",1,0,0,0,0,0,1,0,0,0,0
"Cô ấy nói tôi chưa từng rung động với anh, chỉ là cảm giác ban đầu, ở bên anh lâu như vậy cũng chỉ vì thương anh đã cố gắng, nên mới chọn hợp tác với anh.",1,0,0,0,0,0,1,0,0,0,0
"Yêu nhau hai năm, cô ấy đi xem mắt một người khác, cảm thấy muốn theo đuổi người đó, tôi rất đau khổ và buồn bã. Chúng tôi ở bên nhau rất vui vẻ, nhưng cô ấy nói không giống yêu, tôi phải làm sao?",1,0,0,0,0,0,1,0,0,0,0
"Luôn cảm thấy mặt mình không đẹp muốn phẫu thuật thẩm mỹ, cứ giảm cân mãi mà vẫn thấy chưa đủ gầy, người khác thì thấy khá đẹp nhưng tôi luôn nghĩ họ nói vậy là nịnh chứ không phải thật, tôi luôn rất tự ti về bản thân.",1,0,0,0,0,0,1,0,0,0,0
"Đó là những gì bạn nghĩ là có thể làm được, nhưng người khác luôn nói những lời phủ định, cảm xúc phủ định, tư duy cố định. Và đau đầu sinh lý.",1,0,0,0,0,0,1,0,0,0,0
"Bạn biết điều gì đau khổ nhất đối với tôi không? Dù tôi có cố gắng đến đâu, những người thân bên cạnh tôi, không một ai công nhận tôi, không một ai. Tôi sống không phải vì họ, phải không?",1,0,0,0,0,0,1,0,0,0,0
"Có người tỏ tình với tôi, tôi sẽ tránh mặt, có người tặng quà cho tôi, tôi sẽ trả lại gấp đôi. Tôi không dám chấp nhận những điều tốt đẹp mà mọi người dành cho tôi, tôi cảm thấy mình không xứng đáng có được những điều tốt đẹp, phải làm sao? Có bình thường không?",1,0,0,0,0,0,1,0,0,0,0
"Trong 33 năm qua, thành tích học tập là thành tựu của tôi, nhưng tôi chưa học được cách yêu bản thân.",1,0,0,0,0,0,1,0,0,0,0
"Rõ ràng đã trải qua rất nhiều đau khổ, những rắc rối trong các mối quan hệ, nhưng vẫn tin rằng tình yêu có thể chữa lành bản thân. Họ thà tin người khác, còn hơn tin vào chính mình, luôn phủ nhận bản thân. Làm thế nào để giúp đỡ?",1,0,0,0,0,0,1,0,0,0,0
"Tại sao mỗi khi nghe người khác khen ngợi (dù có khoa trương hay không), tôi đều vô thức phủ nhận?",1,0,0,0,0,0,1,0,0,0,0
"Tại sao có những người rõ ràng rất thích nhưng lại không dám thừa nhận? Thích một người, thích một vật gì đó, thích một chuyên ngành nào đó, thích làm một việc gì đó... đều không muốn thừa nhận. Là để trốn tránh điều gì sao?",1,0,0,0,0,0,1,0,0,0,0
"Mặc dù cảm thấy mình cũng có những chỗ rất tệ, nhưng có những mặt lại cảm thấy mình mạnh hơn người khác, tự cảm thấy khá tốt. Cảm thấy mình khá hoàn hảo, suy nghĩ như vậy có vấn đề không?",1,0,0,0,0,0,1,0,0,0,0
"Luôn cắm đầu làm việc, nhưng chưa bao giờ được công nhận, động viên, luôn cảm thấy đó là điều hiển nhiên.",1,0,0,0,0,0,1,0,0,0,0
"Họ nói bài thuyết trình của mình rất tốt, nhưng mình biết là do mình may mắn trúng chủ đề quen thuộc thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mấy đứa bạn khen mình nấu ăn ngon, chắc là chúng nó lịch sự chứ đồ mình làm sao mà ngon được.",1,0,0,0,0,0,1,0,0,0,0
Mình được thăng chức nhưng chỉ là vì không có ai khác phù hợp hơn vào thời điểm đó thôi.,1,0,0,0,0,0,1,0,0,0,0
"Khách hàng hài lòng về dịch vụ, nhưng mình nghĩ đó là nhờ sản phẩm tốt chứ không phải mình làm tốt.",1,0,0,0,0,0,1,0,0,0,0
"Mình giúp được người khác một việc nhỏ, nhưng có gì đâu, ai cũng làm được mà.",1,0,0,0,0,0,1,0,0,0,0
"Người yêu mua quà cho mình, chắc là thấy có lỗi chuyện gì nên mới làm vậy.",1,0,0,0,0,0,1,0,0,0,0
"Tôi nhận được phản hồi tích cực từ sếp, nhưng chắc là sếp đang cố gắng khích lệ tôi thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình giải quyết được vấn đề khó, nhưng chắc là do tình cờ tìm ra cách giải quyết chứ không phải mình giỏi.",1,0,0,0,0,0,1,0,0,0,0
"Mọi người khen mình có gu thời trang tốt, nhưng mình chỉ mặc đại mấy đồ trong tủ thôi mà.",1,0,0,0,0,0,1,0,0,0,0
"Tôi đạt được mục tiêu tập luyện, nhưng chắc là do tôi tập những bài dễ thôi.",1,0,0,0,0,0,1,0,0,0,0
"Đồng nghiệp nói mình có ý tưởng sáng tạo, nhưng mình nghĩ ai cũng có thể nghĩ ra thôi.",1,0,0,0,0,0,1,0,0,0,0
"Bạn bè khen mình biết lắng nghe, nhưng mình chỉ ngồi đó và nghe thôi mà.",1,0,0,0,0,0,1,0,0,0,0
"Tôi được chọn vào đội tuyển, chắc là do thiếu người chứ không phải tôi có tài năng gì.",1,0,0,0,0,0,1,0,0,0,0
"Thầy cô nói mình có tiến bộ, nhưng chắc là do mấy lần trước mình làm tệ quá thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được điểm cao môn tiếng Anh, chắc là đề thi lần này dễ hơn mọi khi thôi.",1,0,0,0,0,0,1,0,0,0,0
"Họ khen mình lạc quan, nhưng mình chỉ đang cố gắng tỏ ra vui vẻ thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được bạn bè rủ đi chơi, chắc là chúng nó rủ cho đủ tụ thôi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi hoàn thành tốt bài kiểm tra, nhưng chắc là may mắn đoán trúng đáp án thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được nhận vào công ty này, chắc là do ít ứng viên nên mình mới có cơ hội.",1,0,0,0,0,0,1,0,0,0,0
"Sếp khen mình có khả năng lãnh đạo, nhưng mình nghĩ ai cũng làm được thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình giảm cân thành công, nhưng chắc là do chế độ ăn kiêng khắc nghiệt thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mọi người nói mình có nụ cười đẹp, nhưng mình thấy bình thường mà.",1,0,0,0,0,0,1,0,0,0,0
"Tôi giúp đỡ được một người bạn, nhưng đó chỉ là việc nhỏ nhặt thôi.",1,0,0,0,0,0,1,0,0,0,0
"Bài viết của mình được nhiều lượt thích, chắc là do chủ đề đang hot thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được khen là có giọng hát hay, nhưng mình nghĩ đó chỉ là do mình hát đúng tông thôi.",1,0,0,0,0,0,1,0,0,0,0
"Bạn bè khen mình có tinh thần thép, nhưng mình chỉ đang cố gắng không gục ngã thôi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi nhận được hoa từ một người lạ, chắc là họ nhầm người thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình hoàn thành deadline đúng hạn, nhưng mình nghĩ đó là vì mình không có việc gì khác để làm.",1,0,0,0,0,0,1,0,0,0,0
"Người yêu khen mình xinh đẹp, nhưng mình nghĩ chắc là anh ấy nói cho mình vui thôi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi được chọn làm trưởng nhóm, chắc là do mọi người không muốn làm thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được khen là có óc hài hước, nhưng mình chỉ đang nói những điều ngớ ngẩn thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình đạt giải trong cuộc thi, nhưng mình nghĩ đó chỉ là may mắn thôi.",1,0,0,0,0,0,1,0,0,0,0
"Đồng nghiệp khen mình có khả năng giao tiếp tốt, nhưng mình chỉ đang nói chuyện bình thường thôi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi được bạn bè tin tưởng, nhưng mình nghĩ đó là vì mình không có gì để che giấu.",1,0,0,0,0,0,1,0,0,0,0
"Mình được khen là có đôi mắt đẹp, nhưng mình nghĩ đó chỉ là do ánh sáng thôi.",1,0,0,0,0,0,1,0,0,0,0
"Khách hàng khen mình tận tâm, nhưng mình nghĩ đó là công việc mình phải làm thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được mời tham gia dự án lớn, nhưng mình nghĩ đó là do mình có kinh nghiệm cũ thôi.",1,0,0,0,0,0,1,0,0,0,0
"Sếp khen mình có khả năng thích nghi tốt, nhưng mình chỉ đang cố gắng làm theo yêu cầu thôi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi được mọi người lắng nghe, nhưng mình nghĩ đó là vì mình đang nói về vấn đề của họ.",1,0,0,0,0,0,1,0,0,0,0
"Mình được khen là có sự kiên nhẫn, nhưng mình chỉ đang chờ đợi cơ hội thôi.",1,0,0,0,0,0,1,0,0,0,0
"Họ nói mình có khả năng giải quyết vấn đề tốt, nhưng mình nghĩ đó là do mình đã gặp nhiều vấn đề tương tự rồi.",1,0,0,0,0,0,1,0,0,0,0
"Bạn bè khen mình có tâm hồn nghệ sĩ, nhưng mình chỉ đang vẽ linh tinh thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được mọi người tin tưởng giao phó, nhưng mình nghĩ đó là vì mình không có gì để từ chối.",1,0,0,0,0,0,1,0,0,0,0
"Tôi được khen là có ngoại hình cuốn hút, nhưng mình nghĩ đó là do mình biết cách ăn mặc thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được khen là có tinh thần trách nhiệm cao, nhưng mình nghĩ đó là điều hiển nhiên phải làm.",1,0,0,0,0,0,1,0,0,0,0
"Người yêu khen mình chu đáo, nhưng mình chỉ đang làm những gì mình muốn làm thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được khen là có khả năng thuyết phục, nhưng mình chỉ đang nói những gì mình tin thôi.",1,0,0,0,0,0,1,0,0,0,0
"Sếp khen mình có khả năng làm việc độc lập, nhưng mình nghĩ đó là vì mình không muốn làm phiền người khác.",1,0,0,0,0,0,1,0,0,0,0
"Tôi được bạn bè yêu quý, nhưng mình nghĩ đó là vì mình luôn cố gắng làm hài lòng họ.",1,0,0,0,0,0,1,0,0,0,0
"Mình được khen là có trí nhớ tốt, nhưng mình nghĩ đó là do mình ghi chép cẩn thận thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình giúp một người bạn vượt qua khó khăn, nhưng mình nghĩ đó chỉ là điều nhỏ nhoi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi được khen là có khả năng lãnh đạo bẩm sinh, nhưng mình nghĩ là do may mắn thôi.",1,0,0,0,0,0,1,0,0,0,0
"Bài kiểm tra được điểm A, nhưng chắc là do tôi học tủ đúng phần thôi.",1,0,0,0,0,0,1,0,0,0,0
"Mình được thăng chức, nhưng chỉ là vì người khác không muốn nhận vị trí đó thôi.",1,0,0,0,0,0,1,0,0,0,0
"Khách hàng khen mình nhiệt tình, nhưng mình nghĩ ai cũng làm được như vậy thôi.",1,0,0,0,0,0,1,0,0,0,0
"Tôi giúp được đồng nghiệp một việc, nhưng đó chỉ là chuyện nhỏ.",1,0,0,0,0,0,1,0,0,0,0
